chave,lat,lon,metodo,extra
CITY_CENTER AÇU RN BRAZIL,-5.5836157,-36.9139541,CityCenter,"AÇU, RN, Brazil"
BRASILAPI 81170220,,,BrasilAPI,"Curitiba,PR"
BRASILAPI 15350000,,,BrasilAPI,"Auriflama,SP"
CITY_CENTER AURIFLAMA SP BRAZIL,-20.6840418,-50.5554616,CityCenter,"AURIFLAMA, SP, Brazil"
BRASILAPI 55680000,,,BrasilAPI,"Bonito,PE"
CITY_CENTER BONITO PE BRAZIL,-8.4721161,-35.7314591,CityCenter,"BONITO, PE, Brazil"
BRASILAPI 44260000,,,BrasilAPI,"Santanópolis,BA"
CITY_CENTER SANTANÓPOLIS BA BRAZIL,-12.0243828,-38.8650365,CityCenter,"SANTANÓPOLIS, BA, Brazil"
BRASILAPI 13181713,,,BrasilAPI,"Sumaré,SP"
BRASILAPI 50950170,,,BrasilAPI,"Recife,PE"
BRASILAPI 58910000,,,BrasilAPI,"São João do Rio do Peixe,PB"
CITY_CENTER SÃO JOÃO DO RIO DO PEIXE PB BRAZIL,-6.7291053,-38.4478745,CityCenter,"SÃO JOÃO DO RIO DO PEIXE, PB, Brazil"
BRASILAPI 15420000,,,BrasilAPI,"Guaraci,SP"
CITY_CENTER GUARACI SP BRAZIL,-20.4976771,-48.9452074,CityCenter,"GUARACI, SP, Brazil"
BRASILAPI 88307324,,,BrasilAPI,"Itajaí,SC"
BRASILAPI 22430220,,,BrasilAPI,"Rio de Janeiro,RJ"
BRASILAPI 41301325,,,BrasilAPI,"Salvador,BA"
BRASILAPI 64260000,,,BrasilAPI,"Piripiri,PI"
CITY_CENTER PIRIPIRI PI BRAZIL,-4.2732339,-41.7785173,CityCenter,"PIRIPIRI, PI, Brazil"
BRASILAPI 30640000,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 41680100,,,BrasilAPI,"Salvador,BA"
BRASILAPI 57316025,,,BrasilAPI,"Arapiraca,AL"
BRASILAPI 18095410,,,BrasilAPI,"Sorocaba,SP"
BRASILAPI 95020260,,,BrasilAPI,"Caxias do Sul,RS"
CITY_CENTER CAXIAS DO SUL RS BRAZIL,-29.1685045,-51.1796385,CityCenter,"CAXIAS DO SUL, RS, Brazil"
BRASILAPI 40081400,,,BrasilAPI,"Salvador,BA"
BRASILAPI 59155435,,,BrasilAPI,"Parnamirim,RN"
BRASILAPI 92310300,,,BrasilAPI,"Canoas,RS"
CITY_CENTER CANOAS RS BRAZIL,-29.9216045,-51.1799525,CityCenter,"CANOAS, RS, Brazil"
CITY_CENTER JARAGUÁ DO SUL SC BRAZIL,-26.4897432,-49.0778063,CityCenter,"JARAGUÁ DO SUL, SC, Brazil"
BRASILAPI 60810670,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 31260490,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 18120000,,,BrasilAPI,"Mairinque,SP"
CITY_CENTER MAIRINQUE SP BRAZIL,-23.518426,-47.1984731,CityCenter,"MAIRINQUE, SP, Brazil"
BRASILAPI 58075006,,,BrasilAPI,"João Pessoa,PB"
BRASILAPI 57314175,,,BrasilAPI,"Arapiraca,AL"
CITY_CENTER SÃO FÉLIX BA BRAZIL,-12.6069891,-38.9695574,CityCenter,"SÃO FÉLIX, BA, Brazil"
BRASILAPI 79033281,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 30160012,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 51170410,,,BrasilAPI,"Recife,PE"
BRASILAPI 65020251,,,BrasilAPI,"São Luís,MA"
BRASILAPI 41940000,,,BrasilAPI,"Salvador,BA"
CITY_CENTER SENHOR DO BONFIM BA BRAZIL,-10.4602509,-40.189151,CityCenter,"SENHOR DO BONFIM, BA, Brazil"
BRASILAPI 57270000,,,BrasilAPI,"Junqueiro,AL"
CITY_CENTER JUNQUEIRO AL BRAZIL,-9.9201549,-36.474737,CityCenter,"JUNQUEIRO, AL, Brazil"
BRASILAPI 41720400,,,BrasilAPI,"Salvador,BA"
BRASILAPI 49680000,,,BrasilAPI,"Nossa Senhora da Glória,SE"
CITY_CENTER NOSSA SENHORA DA GLÓRIA SE BRAZIL,-10.2188811,-37.4199759,CityCenter,"NOSSA SENHORA DA GLÓRIA, SE, Brazil"
BRASILAPI 40231000,,,BrasilAPI,"Salvador,BA"
CITY_CENTER PARACAMBI RJ BRAZIL,-22.6109158,-43.7096912,CityCenter,"PARACAMBI, RJ, Brazil"
BRASILAPI 63430000,,,BrasilAPI,"Icó,CE"
CITY_CENTER ICÓ CE BRAZIL,-6.4003992,-38.8575946,CityCenter,"ICÓ, CE, Brazil"
CITY_CENTER GUARATUBA PR BRAZIL,-25.8806192,-48.5750905,CityCenter,"GUARATUBA, PR, Brazil"
BRASILAPI 66825070,,,BrasilAPI,"Belém,PA"
BRASILAPI 13075250,,,BrasilAPI,"Campinas,SP"
BRASILAPI 55602150,,,BrasilAPI,"Vitória de Santo Antão,PE"
BRASILAPI 28145000,,,BrasilAPI,"Campos dos Goytacazes,RJ"
BRASILAPI 84261380,,,BrasilAPI,"Telêmaco Borba,PR"
CITY_CENTER SUZANO SP BRAZIL,-23.5427842,-46.3108391,CityCenter,"SUZANO, SP, Brazil"
BRASILAPI 58070160,,,BrasilAPI,"João Pessoa,PB"
BRASILAPI 32657375,,,BrasilAPI,"Betim,MG"
BRASILAPI 62760000,,,BrasilAPI,"Baturité,CE"
CITY_CENTER BATURITÉ CE BRAZIL,-4.3290203,-38.8821055,CityCenter,"BATURITÉ, CE, Brazil"
BRASILAPI 32072170,,,BrasilAPI,"Contagem,MG"
BRASILAPI 32010120,,,BrasilAPI,"Contagem,MG"
BRASILAPI 65620000,,,BrasilAPI,"Coelho Neto,MA"
CITY_CENTER COELHO NETO MA BRAZIL,-4.2535154,-43.0149321,CityCenter,"COELHO NETO, MA, Brazil"
BRASILAPI 65065390,,,BrasilAPI,"São Luís,MA"
BRASILAPI 68555031,,,BrasilAPI,"Xinguara,PA"
CITY_CENTER XINGUARA PA BRAZIL,-7.0998514,-49.9416632,CityCenter,"XINGUARA, PA, Brazil"
BRASILAPI 30190120,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 87045020,,,BrasilAPI,"Maringá,PR"
CITY_CENTER MARINGÁ PR BRAZIL,-23.425269,-51.9382078,CityCenter,"MARINGÁ, PR, Brazil"
BRASILAPI 57300500,,,BrasilAPI,"Arapiraca,AL"
BRASILAPI 17209656,,,BrasilAPI,"Jaú,SP"
CITY_CENTER JAÚ SP BRAZIL,-22.293585,-48.559193,CityCenter,"JAÚ, SP, Brazil"
BRASILAPI 13105500,,,BrasilAPI,"Campinas,SP"
BRASILAPI 14400410,,,BrasilAPI,"Franca,SP"
CITY_CENTER FRANCA SP BRAZIL,-20.5381768,-47.4009795,CityCenter,"FRANCA, SP, Brazil"
BRASILAPI 88034600,,,BrasilAPI,"Florianópolis,SC"
BRASILAPI 13024100,,,BrasilAPI,"Campinas,SP"
BRASILAPI 57120000,,,BrasilAPI,"Satuba,AL"
CITY_CENTER SATUBA AL BRAZIL,-9.569113,-35.822697,CityCenter,"SATUBA, AL, Brazil"
CITY_CENTER SOBRAL CE BRAZIL,-3.6879135,-40.3456372,CityCenter,"SOBRAL, CE, Brazil"
BRASILAPI 81720290,,,BrasilAPI,"Curitiba,PR"
BRASILAPI 52050310,,,BrasilAPI,"Recife,PE"
BRASILAPI 13473660,,,BrasilAPI,"Americana,SP"
BRASILAPI 41810340,,,BrasilAPI,"Salvador,BA"
CITY_CENTER INDIARA GO BRAZIL,-17.1387389,-49.9861621,CityCenter,"INDIARA, GO, Brazil"
BRASILAPI 58064250,,,BrasilAPI,"João Pessoa,PB"
BRASILAPI 18048140,,,BrasilAPI,"Sorocaba,SP"
BRASILAPI 53610835,,,BrasilAPI,"Igarassu,PE"
CITY_CENTER IGARASSU PE BRAZIL,-7.8354423,-34.9061125,CityCenter,"IGARASSU, PE, Brazil"
BRASILAPI 32371610,,,BrasilAPI,"Contagem,MG"
BRASILAPI 49085410,,,BrasilAPI,"Aracaju,SE"
BRASILAPI 58400020,,,BrasilAPI,"Campina Grande,PB"
BRASILAPI 13310420,,,BrasilAPI,"Itu,SP"
CITY_CENTER ITU SP BRAZIL,-23.2637798,-47.2998462,CityCenter,"ITU, SP, Brazil"
BRASILAPI 18130200,,,BrasilAPI,"São Roque,SP"
BRASILAPI 75143085,,,BrasilAPI,"Anápolis,GO"
BRASILAPI 65901360,,,BrasilAPI,"Imperatriz,MA"
BRASILAPI 38190000,,,BrasilAPI,"Sacramento,MG"
CITY_CENTER SACRAMENTO MG BRAZIL,-19.8652854,-47.4402746,CityCenter,"SACRAMENTO, MG, Brazil"
BRASILAPI 59610140,,,BrasilAPI,"Mossoró,RN"
CITY_CENTER NAVEGANTES SC BRAZIL,-26.8898813,-48.6495828,CityCenter,"NAVEGANTES, SC, Brazil"
CITY_CENTER TORITAMA PE BRAZIL,-8.0083743,-36.058776,CityCenter,"TORITAMA, PE, Brazil"
BRASILAPI 38603338,,,BrasilAPI,"Paracatu,MG"
CITY_CENTER PARACATU MG BRAZIL,-17.2174056,-46.8707514,CityCenter,"PARACATU, MG, Brazil"
BRASILAPI 58410340,,,BrasilAPI,"Campina Grande,PB"
BRASILAPI 79017043,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 82305100,,,BrasilAPI,"Curitiba,PR"
BRASILAPI 72405290,,,BrasilAPI,"Brasília,DF"
BRASILAPI 70354000,,,BrasilAPI,"Brasília,DF"
BRASILAPI 73050140,,,BrasilAPI,"Brasília,DF"
BRASILAPI 40296340,,,BrasilAPI,"Salvador,BA"
CITY_CENTER BRAGANÇA PA BRAZIL,-1.0574255,-46.7635232,CityCenter,"BRAGANÇA, PA, Brazil"
BRASILAPI 49075060,,,BrasilAPI,"Aracaju,SE"
BRASILAPI 68040565,,,BrasilAPI,"Santarém,PA"
CITY_CENTER SANTARÉM PA BRAZIL,-2.438489,-54.699611,CityCenter,"SANTARÉM, PA, Brazil"
BRASILAPI 66095346,,,BrasilAPI,"Belém,PA"
BRASILAPI 71926000,,,BrasilAPI,"Brasília,DF"
BRASILAPI 60731390,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 43721465,,,BrasilAPI,"Simões Filho,BA"
